item_details	employee_id	sales_year	week_no	weekly_sales
PROD_002	EMP244	2021	W17	70
PROD_002	EMP244	2021	W18	78
PROD_002	EMP244	2021	W19	50
PROD_002	EMP244	2021	W20	68
PROD_002	EMP244	2021	W21	52
PROD_002	EMP244	2021	W22	93
PROD_002	EMP244	2021	W23	40
PROD_002	EMP244	2021	W24	47
PROD_002	EMP244	2021	W25	44
PROD_002	EMP244	2021	W26	27
PROD_002	EMP244	2021	W27	28
PROD_002	EMP244	2021	W28	28
PROD_002	EMP244	2021	W29	26
PROD_002	EMP244	2021	W30	26
PROD_002	EMP244	2021	W31	32
PROD_002	EMP244	2021	W32	45
PROD_002	EMP244	2021	W33	48
PROD_002	EMP244	2021	W34	38
PROD_002	EMP244	2021	W35	37
PROD_002	EMP244	2021	W36	66
PROD_002	EMP244	2021	W37	64
PROD_002	EMP244	2021	W38	67
PROD_002	EMP244	2021	W39	40
PROD_002	EMP244	2021	W40	28
PROD_002	EMP244	2021	W41	28
PROD_002	EMP244	2021	W42	27
PROD_002	EMP244	2021	W43	20
PROD_002	EMP244	2021	W44	24
PROD_002	EMP244	2021	W45	23
PROD_002	EMP244	2021	W46	24
PROD_002	EMP244	2021	W47	31
PROD_002	EMP244	2021	W48	18
PROD_002	EMP244	2021	W49	28
PROD_002	EMP244	2021	W50	17
PROD_002	EMP244	2021	W51	6
PROD_002	EMP244	2020	W0	32
PROD_002	EMP244	2020	W1	24
PROD_002	EMP244	2020	W2	27
PROD_002	EMP244	2020	W3	58
PROD_002	EMP244	2020	W4	46
PROD_002	EMP244	2020	W5	56
PROD_002	EMP244	2020	W6	82
PROD_002	EMP244	2020	W7	73
PROD_002	EMP244	2020	W8	75
PROD_002	EMP244	2020	W9	64
PROD_002	EMP244	2020	W10	70
PROD_002	EMP244	2020	W11	38
PROD_002	EMP244	2020	W12	54
PROD_002	EMP244	2020	W13	57
PROD_002	EMP244	2020	W14	50
PROD_002	EMP244	2020	W15	73
PROD_002	EMP244	2020	W16	82
PROD_002	EMP244	2020	W17	68
PROD_002	EMP244	2020	W18	95
PROD_002	EMP244	2020	W19	77
PROD_002	EMP244	2020	W20	77
PROD_002	EMP244	2020	W21	84
PROD_002	EMP244	2020	W22	67
PROD_002	EMP244	2020	W23	47
PROD_002	EMP244	2020	W24	57
PROD_002	EMP244	2020	W25	30
PROD_002	EMP244	2020	W26	27
PROD_002	EMP244	2020	W27	35
PROD_002	EMP244	2020	W28	26
PROD_002	EMP244	2020	W29	35
PROD_002	EMP244	2020	W30	28
PROD_002	EMP244	2020	W31	32
PROD_002	EMP244	2020	W32	39
PROD_002	EMP244	2020	W33	47
PROD_002	EMP244	2020	W34	39
PROD_002	EMP244	2020	W35	37
PROD_002	EMP244	2020	W36	44
PROD_002	EMP244	2020	W37	64
PROD_002	EMP244	2020	W38	66
PROD_002	EMP244	2020	W39	47
PROD_002	EMP244	2020	W40	25
PROD_002	EMP244	2020	W41	23
PROD_002	EMP244	2020	W42	16
PROD_002	EMP244	2020	W43	22
PROD_002	EMP244	2020	W44	24
PROD_002	EMP244	2020	W45	29
PROD_002	EMP244	2020	W46	36
PROD_002	EMP244	2020	W47	32
PROD_002	EMP244	2020	W48	30
PROD_002	EMP244	2020	W49	17
PROD_002	EMP244	2020	W50	15
PROD_002	EMP244	2020	W51	10
PROD_003	EMP267	2021	W0	24
PROD_003	EMP267	2021	W1	36
PROD_003	EMP267	2021	W2	49
PROD_003	EMP267	2021	W3	38
PROD_003	EMP267	2021	W4	43
PROD_003	EMP267	2021	W5	50
PROD_003	EMP267	2021	W6	67
PROD_003	EMP267	2021	W7	58
PROD_003	EMP267	2021	W8	59
PROD_003	EMP267	2021	W9	52
PROD_003	EMP267	2021	W10	54
PROD_003	EMP267	2021	W11	35
PROD_003	EMP267	2021	W12	46
PROD_003	EMP267	2021	W13	67
PROD_003	EMP267	2021	W14	74
PROD_003	EMP267	2021	W15	48
PROD_003	EMP267	2021	W16	57
PROD_003	EMP267	2021	W17	40
PROD_003	EMP267	2021	W18	54
PROD_003	EMP267	2021	W19	74
PROD_003	EMP267	2021	W20	81
PROD_003	EMP267	2021	W21	70
PROD_003	EMP267	2021	W22	97
PROD_003	EMP267	2021	W23	50
PROD_003	EMP267	2021	W24	37
PROD_003	EMP267	2021	W25	46
PROD_003	EMP267	2021	W26	44
PROD_003	EMP267	2021	W27	30
PROD_003	EMP267	2021	W28	33
PROD_003	EMP267	2021	W29	21
PROD_003	EMP267	2021	W30	15
PROD_003	EMP267	2021	W31	38
PROD_003	EMP267	2021	W32	51
PROD_003	EMP267	2021	W33	22
PROD_003	EMP267	2021	W34	39
PROD_003	EMP267	2021	W35	45
PROD_003	EMP267	2021	W36	72
PROD_003	EMP267	2021	W37	59
PROD_003	EMP267	2021	W38	67
PROD_003	EMP267	2021	W39	37
PROD_003	EMP267	2021	W40	25
PROD_003	EMP267	2021	W41	39
PROD_003	EMP267	2021	W42	18
PROD_003	EMP267	2021	W43	17
PROD_003	EMP267	2021	W44	23
PROD_003	EMP267	2021	W45	23
PROD_003	EMP267	2021	W46	28
PROD_003	EMP267	2021	W47	24
PROD_003	EMP267	2021	W48	36
PROD_003	EMP267	2021	W49	23
PROD_003	EMP267	2021	W50	15
PROD_003	EMP267	2021	W51	12
PROD_003	EMP267	2020	W0	16
PROD_003	EMP267	2020	W1	32
PROD_003	EMP267	2020	W2	45
PROD_003	EMP267	2020	W3	53
PROD_003	EMP267	2020	W4	32
PROD_003	EMP267	2020	W5	49
PROD_003	EMP267	2020	W6	51
PROD_003	EMP267	2020	W7	49
PROD_003	EMP267	2020	W8	72
PROD_003	EMP267	2020	W9	54
PROD_003	EMP267	2020	W10	60
PROD_003	EMP267	2020	W11	56
PROD_003	EMP267	2020	W12	47
PROD_003	EMP267	2020	W13	48
PROD_003	EMP267	2020	W14	50
PROD_003	EMP267	2020	W15	70
PROD_003	EMP267	2020	W16	77
PROD_003	EMP267	2020	W17	77
PROD_003	EMP267	2020	W18	66
PROD_003	EMP267	2020	W19	67
PROD_003	EMP267	2020	W20	106
PROD_003	EMP267	2020	W21	75
PROD_003	EMP267	2020	W22	97
PROD_003	EMP267	2020	W23	52
PROD_003	EMP267	2020	W24	53
PROD_003	EMP267	2020	W25	30
PROD_003	EMP267	2020	W26	34
PROD_003	EMP267	2020	W27	27
PROD_003	EMP267	2020	W28	44
PROD_003	EMP267	2020	W29	34
PROD_003	EMP267	2020	W30	14
PROD_003	EMP267	2020	W31	39
PROD_003	EMP267	2020	W32	53
PROD_003	EMP267	2020	W33	45
PROD_003	EMP267	2020	W34	46
PROD_003	EMP267	2020	W35	57
PROD_003	EMP267	2020	W36	40
PROD_003	EMP267	2020	W37	66
PROD_003	EMP267	2020	W38	63
PROD_003	EMP267	2020	W39	37
PROD_003	EMP267	2020	W40	32
PROD_003	EMP267	2020	W41	25
PROD_003	EMP267	2020	W42	21
PROD_003	EMP267	2020	W43	16
PROD_003	EMP267	2020	W44	23
PROD_003	EMP267	2020	W45	30
PROD_003	EMP267	2020	W46	25
PROD_003	EMP267	2020	W47	25
PROD_003	EMP267	2020	W48	29
PROD_003	EMP267	2020	W49	28
PROD_003	EMP267	2020	W50	16
PROD_003	EMP267	2020	W51	10
PROD_001	EMP267	2021	W0	26
PROD_001	EMP267	2021	W1	32
PROD_001	EMP267	2021	W2	25
PROD_001	EMP267	2021	W3	29
PROD_001	EMP267	2021	W4	59
PROD_001	EMP267	2021	W5	68
PROD_001	EMP267	2021	W6	59
PROD_001	EMP267	2021	W7	59
PROD_001	EMP267	2021	W8	52
PROD_001	EMP267	2021	W9	63
PROD_001	EMP267	2021	W10	58
PROD_001	EMP267	2021	W11	42
PROD_001	EMP267	2021	W12	31
PROD_001	EMP267	2021	W13	54
PROD_001	EMP267	2021	W14	53
PROD_001	EMP267	2021	W15	48
PROD_001	EMP267	2021	W16	64
PROD_001	EMP267	2021	W17	45
PROD_001	EMP267	2021	W18	65
PROD_001	EMP267	2021	W19	70
PROD_001	EMP267	2021	W20	76
PROD_001	EMP267	2021	W21	76
PROD_001	EMP267	2021	W22	68
PROD_001	EMP267	2021	W23	64
PROD_001	EMP267	2021	W24	50
PROD_001	EMP267	2021	W25	31
PROD_001	EMP267	2021	W26	38
PROD_001	EMP267	2021	W27	38
PROD_001	EMP267	2021	W28	44
PROD_001	EMP267	2021	W29	31
PROD_001	EMP267	2021	W30	26
PROD_001	EMP267	2021	W31	27
PROD_001	EMP267	2021	W32	54
PROD_001	EMP267	2021	W33	31
PROD_001	EMP267	2021	W34	31
PROD_001	EMP267	2021	W35	42
PROD_001	EMP267	2021	W36	44
PROD_001	EMP267	2021	W37	72
PROD_001	EMP267	2021	W38	51
PROD_001	EMP267	2021	W39	40
PROD_001	EMP267	2021	W40	30
PROD_001	EMP267	2021	W41	32
PROD_001	EMP267	2021	W42	30
PROD_001	EMP267	2021	W43	18
PROD_001	EMP267	2021	W44	17
PROD_001	EMP267	2021	W45	18
PROD_001	EMP267	2021	W46	24
PROD_001	EMP267	2021	W47	35
PROD_001	EMP267	2021	W48	19
PROD_001	EMP267	2021	W49	18
PROD_001	EMP267	2021	W50	24
PROD_001	EMP267	2021	W51	13
PROD_001	EMP267	2020	W0	25
PROD_001	EMP267	2020	W1	44
PROD_001	EMP267	2020	W2	45
PROD_001	EMP267	2020	W3	46
PROD_001	EMP267	2020	W4	38
PROD_001	EMP267	2020	W5	59
PROD_001	EMP267	2020	W6	51
PROD_001	EMP267	2020	W7	82
PROD_001	EMP267	2020	W8	77
PROD_001	EMP267	2020	W9	46
PROD_001	EMP267	2020	W10	67
PROD_001	EMP267	2020	W11	39
PROD_001	EMP267	2020	W12	42
PROD_001	EMP267	2020	W13	48
PROD_001	EMP267	2020	W14	57
PROD_001	EMP267	2020	W15	58
PROD_001	EMP267	2020	W16	59
PROD_001	EMP267	2020	W17	73
PROD_001	EMP267	2020	W18	95
PROD_001	EMP267	2020	W19	73
PROD_001	EMP267	2020	W20	89
PROD_001	EMP267	2020	W21	58
PROD_001	EMP267	2020	W22	101
PROD_001	EMP267	2020	W23	61
PROD_001	EMP267	2020	W24	38
PROD_001	EMP267	2020	W25	36
PROD_001	EMP267	2020	W26	28
PROD_001	EMP267	2020	W27	39
PROD_001	EMP267	2020	W28	40
PROD_001	EMP267	2020	W29	18
PROD_001	EMP267	2020	W30	34
PROD_001	EMP267	2020	W31	33
PROD_001	EMP267	2020	W32	35
PROD_001	EMP267	2020	W33	47
PROD_001	EMP267	2020	W34	52
PROD_001	EMP267	2020	W35	44
PROD_001	EMP267	2020	W36	37
PROD_001	EMP267	2020	W37	54
PROD_001	EMP267	2020	W38	51
PROD_001	EMP267	2020	W39	28
PROD_001	EMP267	2020	W40	23
PROD_001	EMP267	2020	W41	21
PROD_001	EMP267	2020	W42	24
PROD_001	EMP267	2020	W43	18
PROD_001	EMP267	2020	W44	19
PROD_001	EMP267	2020	W45	32
PROD_001	EMP267	2020	W46	38
PROD_001	EMP267	2020	W47	30
PROD_001	EMP267	2020	W48	14
PROD_001	EMP267	2020	W49	26
PROD_001	EMP267	2020	W50	12
PROD_001	EMP267	2020	W51	12
PROD_004	EMP267	2021	W0	23
PROD_004	EMP267	2021	W1	30
PROD_004	EMP267	2021	W2	35
PROD_004	EMP267	2021	W3	48
PROD_004	EMP267	2021	W4	43
PROD_004	EMP267	2021	W5	54
PROD_004	EMP267	2021	W6	59
PROD_004	EMP267	2021	W7	68
PROD_004	EMP267	2021	W8	87
PROD_004	EMP267	2021	W9	60
PROD_004	EMP267	2021	W10	34
PROD_004	EMP267	2021	W11	35
PROD_004	EMP267	2021	W12	50
PROD_004	EMP267	2021	W13	49
PROD_004	EMP267	2021	W14	44
PROD_004	EMP267	2021	W15	40
PROD_004	EMP267	2021	W16	60
PROD_004	EMP267	2021	W17	69
PROD_004	EMP267	2021	W18	103
PROD_004	EMP267	2021	W19	81
PROD_004	EMP267	2021	W20	89
PROD_004	EMP267	2021	W21	56
PROD_004	EMP267	2021	W22	72
PROD_004	EMP267	2021	W23	67
PROD_004	EMP267	2021	W24	38
PROD_004	EMP267	2021	W25	41
PROD_004	EMP267	2021	W26	27
PROD_004	EMP267	2021	W27	33
PROD_004	EMP267	2021	W28	32
PROD_004	EMP267	2021	W29	26
PROD_004	EMP267	2021	W30	26
PROD_004	EMP267	2021	W31	45
PROD_004	EMP267	2021	W32	36
PROD_004	EMP267	2021	W33	36
PROD_004	EMP267	2021	W34	49
PROD_004	EMP267	2021	W35	30
PROD_004	EMP267	2021	W36	29
PROD_004	EMP267	2021	W37	57
PROD_004	EMP267	2021	W38	45
PROD_004	EMP267	2021	W39	30
PROD_004	EMP267	2021	W40	28
PROD_004	EMP267	2021	W41	36
PROD_004	EMP267	2021	W42	21
PROD_004	EMP267	2021	W43	19
PROD_004	EMP267	2021	W44	20
PROD_004	EMP267	2021	W45	20
PROD_004	EMP267	2021	W46	24
PROD_004	EMP267	2021	W47	32
PROD_004	EMP267	2021	W48	32
PROD_004	EMP267	2021	W49	28
PROD_004	EMP267	2021	W50	21
PROD_004	EMP267	2021	W51	10
PROD_004	EMP267	2020	W0	29
PROD_004	EMP267	2020	W1	25
PROD_004	EMP267	2020	W2	43
PROD_004	EMP267	2020	W3	43
PROD_004	EMP267	2020	W4	46
PROD_004	EMP267	2020	W5	52
PROD_004	EMP267	2020	W6	72
PROD_004	EMP267	2020	W7	66
PROD_004	EMP267	2020	W8	58
PROD_004	EMP267	2020	W9	76
PROD_004	EMP267	2020	W10	42
PROD_004	EMP267	2020	W11	49
PROD_004	EMP267	2020	W12	36
PROD_004	EMP267	2020	W13	59
PROD_004	EMP267	2020	W14	48
PROD_004	EMP267	2020	W15	66
PROD_004	EMP267	2020	W16	61
PROD_004	EMP267	2020	W17	68
PROD_004	EMP267	2020	W18	73
PROD_004	EMP267	2020	W19	97
PROD_004	EMP267	2020	W20	65
PROD_004	EMP267	2020	W21	73
PROD_004	EMP267	2020	W22	71
PROD_004	EMP267	2020	W23	68
PROD_004	EMP267	2020	W24	46
PROD_004	EMP267	2020	W25	47
PROD_004	EMP267	2020	W26	38
PROD_004	EMP267	2020	W27	32
PROD_004	EMP267	2020	W28	32
PROD_004	EMP267	2020	W29	35
PROD_004	EMP267	2020	W30	32
PROD_004	EMP267	2020	W31	26
PROD_004	EMP267	2020	W32	32
PROD_004	EMP267	2020	W33	32
PROD_004	EMP267	2020	W34	40
PROD_004	EMP267	2020	W35	48
PROD_004	EMP267	2020	W36	57
PROD_004	EMP267	2020	W37	52
PROD_004	EMP267	2020	W38	33
PROD_004	EMP267	2020	W39	36
PROD_004	EMP267	2020	W40	29
PROD_004	EMP267	2020	W41	32
PROD_004	EMP267	2020	W42	18
PROD_004	EMP267	2020	W43	28
PROD_004	EMP267	2020	W44	24
PROD_004	EMP267	2020	W45	19
PROD_004	EMP267	2020	W46	27
PROD_004	EMP267	2020	W47	33
PROD_004	EMP267	2020	W48	30
PROD_004	EMP267	2020	W49	15
PROD_004	EMP267	2020	W50	18
PROD_004	EMP267	2020	W51	11
PROD_002	EMP267	2021	W0	14
PROD_002	EMP267	2021	W1	46
PROD_002	EMP267	2021	W2	42
PROD_002	EMP267	2021	W3	45
PROD_002	EMP267	2021	W4	47
PROD_002	EMP267	2021	W5	65
PROD_002	EMP267	2021	W6	74
PROD_002	EMP267	2021	W7	54
PROD_002	EMP267	2021	W8	93
PROD_002	EMP267	2021	W9	70
PROD_002	EMP267	2021	W10	55
PROD_002	EMP267	2021	W11	42
PROD_002	EMP267	2021	W12	41
PROD_002	EMP267	2021	W13	37
PROD_002	EMP267	2021	W14	48
PROD_002	EMP267	2021	W15	43
PROD_002	EMP267	2021	W16	54
PROD_002	EMP267	2021	W17	77
PROD_002	EMP267	2021	W18	89
PROD_002	EMP267	2021	W19	54
PROD_002	EMP267	2021	W20	83
PROD_002	EMP267	2021	W21	76
PROD_002	EMP267	2021	W22	89
PROD_002	EMP267	2021	W23	49
PROD_002	EMP267	2021	W24	50
PROD_002	EMP267	2021	W25	26
PROD_002	EMP267	2021	W26	55
PROD_002	EMP267	2021	W27	32
PROD_002	EMP267	2021	W28	31
PROD_002	EMP267	2021	W29	30
PROD_002	EMP267	2021	W30	13
PROD_002	EMP267	2021	W31	35
PROD_002	EMP267	2021	W32	34
PROD_002	EMP267	2021	W33	32
PROD_002	EMP267	2021	W34	43
PROD_002	EMP267	2021	W35	31
PROD_002	EMP267	2021	W36	39
PROD_002	EMP267	2021	W37	66
PROD_002	EMP267	2021	W38	46
PROD_002	EMP267	2021	W39	29
PROD_002	EMP267	2021	W40	22
PROD_002	EMP267	2021	W41	31
PROD_002	EMP267	2021	W42	25
PROD_002	EMP267	2021	W43	17
PROD_002	EMP267	2021	W44	14
PROD_002	EMP267	2021	W45	25
PROD_002	EMP267	2021	W46	24
PROD_002	EMP267	2021	W47	20
PROD_002	EMP267	2021	W48	24
PROD_002	EMP267	2021	W49	20
PROD_002	EMP267	2021	W50	14
PROD_002	EMP267	2021	W51	7
PROD_002	EMP267	2020	W0	24
PROD_002	EMP267	2020	W1	18
PROD_002	EMP267	2020	W2	28
PROD_002	EMP267	2020	W3	44
PROD_002	EMP267	2020	W4	67
PROD_002	EMP267	2020	W5	57
PROD_002	EMP267	2020	W6	43
PROD_002	EMP267	2020	W7	56
PROD_002	EMP267	2020	W8	84
PROD_002	EMP267	2020	W9	64
PROD_002	EMP267	2020	W10	60
PROD_002	EMP267	2020	W11	54
PROD_002	EMP267	2020	W12	53
PROD_002	EMP267	2020	W13	47
PROD_002	EMP267	2020	W14	48
PROD_002	EMP267	2020	W15	55
PROD_002	EMP267	2020	W16	61
PROD_002	EMP267	2020	W17	70
PROD_002	EMP267	2020	W18	102
PROD_002	EMP267	2020	W19	77
PROD_002	EMP267	2020	W20	69
PROD_002	EMP267	2020	W21	64
PROD_002	EMP267	2020	W22	60
PROD_002	EMP267	2020	W23	77
PROD_002	EMP267	2020	W24	49
PROD_002	EMP267	2020	W25	37
PROD_002	EMP267	2020	W26	27
PROD_002	EMP267	2020	W27	29
PROD_002	EMP267	2020	W28	34
PROD_002	EMP267	2020	W29	21
PROD_002	EMP267	2020	W30	35
PROD_002	EMP267	2020	W31	25
PROD_002	EMP267	2020	W32	37
PROD_002	EMP267	2020	W33	54
PROD_002	EMP267	2020	W34	37
PROD_002	EMP267	2020	W35	25
PROD_002	EMP267	2020	W36	37
PROD_002	EMP267	2020	W37	43
PROD_002	EMP267	2020	W38	68
PROD_002	EMP267	2020	W39	21
PROD_002	EMP267	2020	W40	27
PROD_002	EMP267	2020	W41	27
PROD_002	EMP267	2020	W42	33
PROD_002	EMP267	2020	W43	19
PROD_002	EMP267	2020	W44	17
PROD_002	EMP267	2020	W45	27
PROD_002	EMP267	2020	W46	33
PROD_002	EMP267	2020	W47	25
PROD_002	EMP267	2020	W48	27
PROD_002	EMP267	2020	W49	24
PROD_002	EMP267	2020	W50	18
PROD_002	EMP267	2020	W51	12
PROD_005	EMP267	2021	W0	20
PROD_005	EMP267	2021	W1	37
PROD_005	EMP267	2021	W2	45
PROD_005	EMP267	2021	W3	42
PROD_005	EMP267	2021	W4	49
PROD_005	EMP267	2021	W5	44
PROD_005	EMP267	2021	W6	67
PROD_005	EMP267	2021	W7	61
PROD_005	EMP267	2021	W8	82
PROD_005	EMP267	2021	W9	40
PROD_005	EMP267	2021	W10	68
PROD_005	EMP267	2021	W11	55
PROD_005	EMP267	2021	W12	38
PROD_005	EMP267	2021	W13	49
PROD_005	EMP267	2021	W14	50
PROD_005	EMP267	2021	W15	56
PROD_005	EMP267	2021	W16	64
PROD_005	EMP267	2021	W17	59
PROD_005	EMP267	2021	W18	56
PROD_005	EMP267	2021	W19	79
PROD_005	EMP267	2021	W20	83
PROD_005	EMP267	2021	W21	65
PROD_005	EMP267	2021	W22	85
PROD_005	EMP267	2021	W23	45
PROD_005	EMP267	2021	W24	37
PROD_005	EMP267	2021	W25	26
PROD_005	EMP267	2021	W26	42
PROD_005	EMP267	2021	W27	38
PROD_005	EMP267	2021	W28	20
PROD_005	EMP267	2021	W29	37
PROD_005	EMP267	2021	W30	31
PROD_005	EMP267	2021	W31	31
PROD_005	EMP267	2021	W32	28
PROD_005	EMP267	2021	W33	27
PROD_005	EMP267	2021	W34	42
PROD_005	EMP267	2021	W35	33
PROD_005	EMP267	2021	W36	44
PROD_005	EMP267	2021	W37	48
PROD_005	EMP267	2021	W38	37
PROD_005	EMP267	2021	W39	28
PROD_005	EMP267	2021	W40	31
PROD_005	EMP267	2021	W41	26
PROD_005	EMP267	2021	W42	20
PROD_005	EMP267	2021	W43	12
PROD_005	EMP267	2021	W44	23
PROD_005	EMP267	2021	W45	18
PROD_005	EMP267	2021	W46	26
PROD_005	EMP267	2021	W47	35
PROD_005	EMP267	2021	W48	23
PROD_005	EMP267	2021	W49	25
PROD_005	EMP267	2021	W50	15
PROD_005	EMP267	2021	W51	10
PROD_005	EMP267	2020	W0	25
PROD_005	EMP267	2020	W1	30
PROD_005	EMP267	2020	W2	38
PROD_005	EMP267	2020	W3	47
PROD_005	EMP267	2020	W4	30
PROD_005	EMP267	2020	W5	43
PROD_005	EMP267	2020	W6	58
PROD_005	EMP267	2020	W7	86
PROD_005	EMP267	2020	W8	79
PROD_005	EMP267	2020	W9	67
PROD_005	EMP267	2020	W10	42
PROD_005	EMP267	2020	W11	44
PROD_005	EMP267	2020	W12	29
PROD_005	EMP267	2020	W13	43
PROD_005	EMP267	2020	W14	48
PROD_005	EMP267	2020	W15	66
PROD_005	EMP267	2020	W16	61
PROD_005	EMP267	2020	W17	52
PROD_005	EMP267	2020	W18	89
PROD_005	EMP267	2020	W19	40
PROD_005	EMP267	2020	W20	56
PROD_005	EMP267	2020	W21	91
PROD_005	EMP267	2020	W22	87
PROD_005	EMP267	2020	W23	75
PROD_005	EMP267	2020	W24	63
PROD_005	EMP267	2020	W25	36
PROD_005	EMP267	2020	W26	26
PROD_005	EMP267	2020	W27	29
PROD_005	EMP267	2020	W28	28
PROD_005	EMP267	2020	W29	39
PROD_005	EMP267	2020	W30	32
PROD_005	EMP267	2020	W31	30
PROD_005	EMP267	2020	W32	35
PROD_005	EMP267	2020	W33	35
PROD_005	EMP267	2020	W34	40
PROD_005	EMP267	2020	W35	44
PROD_005	EMP267	2020	W36	45
PROD_005	EMP267	2020	W37	50
PROD_005	EMP267	2020	W38	45
PROD_005	EMP267	2020	W39	25
PROD_005	EMP267	2020	W40	31
PROD_005	EMP267	2020	W41	26
PROD_005	EMP267	2020	W42	24
PROD_005	EMP267	2020	W43	17
PROD_005	EMP267	2020	W44	17
PROD_005	EMP267	2020	W45	25
PROD_005	EMP267	2020	W46	31
PROD_005	EMP267	2020	W47	31
PROD_005	EMP267	2020	W48	25
PROD_005	EMP267	2020	W49	28
PROD_005	EMP267	2020	W50	17
PROD_005	EMP267	2020	W51	14
PROD_003	EMP244	2021	W0	29
PROD_003	EMP244	2021	W1	22
PROD_003	EMP244	2021	W2	36
PROD_003	EMP244	2021	W3	47
PROD_003	EMP244	2021	W4	61
PROD_003	EMP244	2021	W5	55
